Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,GRP
2/19/2017,Brooklyn Harvest Ma,BROOKLYN HARVEST MA,6.49,debit,Groceries,CREDIT CARD,FOOD
9/13/2017,Burger Guru,BURGER GURU,104.1,debit,Fast Food,CREDIT CARD,FOOD
12/31/2017,BuyBuyBaby,BUY BUY BABY 3102,87.1,credit,Baby Supplies,CREDIT CARD,GENERAL
7/25/2018,Bxl Cafe,BXL CAFE,65.44,debit,Restaurants,CREDIT CARD,WORK
7/22/2018,Bxl Cafe,BXL CAFE,66.67,debit,Restaurants,CREDIT CARD,WORK
6/17/2018,Bxl Cafe,BXL CAFE,48.83,debit,Restaurants,CREDIT CARD,WORK
6/10/2018,Bxl Cafe,BXL CAFE,56.91,debit,Restaurants,CREDIT CARD,WORK
4/6/2018,Bxl Cafe,BXL CAFE,34.64,debit,Restaurants,CREDIT CARD,WORK
3/8/2018,Bxl Cafe,BXL CAFE,18.33,debit,Restaurants,CREDIT CARD,WORK
10/29/2017,Bxl Cafe,BXL CAFE,43.6,debit,Restaurants,CREDIT CARD,WORK
9/25/2017,Bxl Cafe,BXL CAFE,31.13,debit,Restaurants,CREDIT CARD,WORK
9/10/2017,Bxl Cafe,BXL CAFE,29.13,debit,Restaurants,CREDIT CARD,WORK
4/2/2017,BXL Cafe,BXL CAFE,80.19,debit,Restaurants,CREDIT CARD,WORK
3/2/2017,BXL Cafe,BXL CAFE,65.97,debit,Restaurants,CREDIT CARD,WORK
8/28/2017,C-Town Supermarket,C-TOWN SUPERMARKET,27.63,debit,Groceries,CREDIT CARD,FOOD
7/24/2017,Cafe Fresco,CAFE FRESCO,4.08,debit,Food & Dining,CREDIT CARD,FOOD
7/24/2017,Cafe Fresco,CAFE FRESCO,4.08,debit,Food & Dining,CREDIT CARD,FOOD
6/12/2017,Cafe Mogador,CAFE MOGADOR,84.49,debit,Restaurants,CREDIT CARD,FOOD
3/13/2017,Cafe Mogador,CAFE MOGADOR,51.01,debit,Restaurants,CREDIT CARD,FOOD
1/10/2017,Cafe Mogador,CAFE MOGADOR,54.67,debit,Restaurants,CREDIT CARD,FOOD
7/30/2018,Cafe Mogador,CAFE MOGADOR - BROOKLYN,41.96,debit,Restaurants,CREDIT CARD,FOOD
7/11/2018,Cafe Mogador,CAFE MOGADOR - BROOKLYN,38.32,debit,Restaurants,CREDIT CARD,FOOD
7/9/2017,Cafe Zaiya,CAFE ZAIYA,14.7,debit,Restaurants,CREDIT CARD,FOOD
5/16/2017,Cafe Zaiya,CAFE ZAIYA,16.32,debit,Restaurants,CREDIT CARD,FOOD
3/30/2017,Cafe Zaiya,CAFE ZAIYA,12.79,debit,Restaurants,CREDIT CARD,FOOD
2/26/2017,Cafe Zaiya,CAFE ZAIYA,15.23,debit,Restaurants,CREDIT CARD,FOOD
7/9/2018,Exxon,CAPE MAY EXXON,30,debit,Gas & Fuel,CREDIT CARD,TRAVEL
7/9/2018,Cape,CAPE MAY NATIONAL GOLF,112,debit,Financial,CREDIT CARD,TRAVEL
7/27/2018,Capital One,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9800007431...,1247.3,debit,Financial,Regular Checking,IGNORE
8/30/2018,Capital One,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9800108641...,1821.36,debit,Financial,Regular Checking,IGNORE
6/21/2018,Capital One,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9800164471...,1000,debit,Financial,Regular Checking,IGNORE
5/8/2018,Capital One,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9800694619...,2226.59,debit,Financial,Regular Checking,IGNORE
2/22/2018,Transfer to Visa Signature,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809001337...,873,debit,Credit Card Payment,Regular Checking,IGNORE
1/27/2017,Capital One Des,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809005178...,1200,debit,Credit Card Payment,Regular Checking,IGNORE
5/8/2017,Capital One Des,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809008597...,1556.01,debit,Credit Card Payment,Regular Checking,IGNORE
1/29/2018,Capital One,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809009476...,1500,debit,Financial,Regular Checking,IGNORE
4/14/2017,Capital One Des,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809009872...,1402.72,debit,Credit Card Payment,Regular Checking,IGNORE
1/23/2017,Capital One Des,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809010718...,697.13,debit,Credit Card Payment,Regular Checking,IGNORE
3/7/2018,Transfer to Visa Signature,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809011394...,600,debit,Credit Card Payment,Regular Checking,IGNORE
3/22/2018,Capital One,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809011519...,499,debit,Financial,Regular Checking,IGNORE
12/14/2017,Capital One,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809012640...,1485.74,debit,Financial,Regular Checking,IGNORE
7/17/2017,Capital One Des,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809013084...,1675.13,debit,Credit Card Payment,Regular Checking,IGNORE
3/14/2017,Capital One Des,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809023813...,1273.48,debit,Credit Card Payment,Regular Checking,IGNORE
2/6/2018,Capital One,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809027627...,777.45,debit,Financial,Regular Checking,IGNORE
3/20/2018,Capital One,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809028396...,128,debit,Financial,Regular Checking,IGNORE
3/6/2018,Transfer to Visa Signature,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809030191...,194,debit,Credit Card Payment,Regular Checking,IGNORE
6/5/2017,Capital One Des,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809144836...,1000,debit,Credit Card Payment,Regular Checking,IGNORE
11/9/2017,Capital One,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809154832...,1000,debit,Financial,Regular Checking,IGNORE
4/18/2018,Capital One,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809166975...,477,debit,Financial,Regular Checking,IGNORE
9/22/2017,Capital One,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809170350...,420.58,debit,Financial,Regular Checking,IGNORE
10/23/2017,Capital One,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809343721...,1188.23,debit,Financial,Regular Checking,IGNORE
9/12/2017,Capital One,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809529933...,2266.11,debit,Financial,Regular Checking,IGNORE
12/27/2017,Capital One,CAPITAL ONE DES:MOBILE PMT ID:XXXXX9809590821...,1000,debit,Financial,Regular Checking,IGNORE
7/24/2017,Capital One,CAPITAL ONE DES:ONLINE PMT ID:XXXXX9919035988...,878.85,debit,Financial,Regular Checking,IGNORE
9/4/2018,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
8/16/2018,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
8/1/2018,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
7/17/2018,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
7/3/2018,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
6/18/2018,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
6/1/2018,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
5/16/2018,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
5/1/2018,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
4/17/2018,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
4/3/2018,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
3/16/2018,Transfer to CREDIT CARD,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
3/1/2018,Transfer to Visa Signature,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
2/16/2018,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
2/1/2018,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Financial,Regular Checking,IGNORE
1/17/2018,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Financial,Regular Checking,IGNORE
1/3/2018,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Financial,Regular Checking,IGNORE
12/18/2017,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Financial,Regular Checking,IGNORE
12/1/2017,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Financial,Regular Checking,IGNORE
11/16/2017,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Financial,Regular Checking,IGNORE
11/1/2017,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Financial,Regular Checking,IGNORE
10/17/2017,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Financial,Regular Checking,IGNORE
10/3/2017,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Financial,Regular Checking,IGNORE
9/18/2017,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Financial,Regular Checking,IGNORE
9/1/2017,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Financial,Regular Checking,IGNORE
8/16/2017,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Financial,Regular Checking,IGNORE
8/1/2017,Capital One,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Financial,Regular Checking,IGNORE
7/18/2017,Capital One N,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
7/3/2017,Capital One N,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
6/16/2017,Capital One N,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
6/1/2017,Capital One N,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
5/16/2017,Capital One N,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
5/2/2017,Capital One N,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
4/18/2017,Capital One N,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
4/3/2017,Capital One N,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
3/16/2017,Capital One N,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
3/1/2017,Capital One N,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
2/16/2017,Capital One N,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
2/1/2017,Capital One N,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
1/18/2017,Capital One N,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
1/4/2017,Capital One N,CAPITAL ONE N.A. DES:CAPITALONE ID:XXXXX0137181766...,500,debit,Credit Card Payment,Regular Checking,IGNORE
7/24/2018,Caracas Arepa Bar,CARACAS AREPA BAR - WI,47.36,debit,Restaurants,CREDIT CARD,FOOD
8/13/2018,Caracas,CARACAS BROOKLYN,170.39,debit,Restaurants,CREDIT CARD,FOOD
8/15/2018,Carmine's Pizza,CARMINES PIZZA,19.66,debit,Restaurants,CREDIT CARD,FOOD
2/27/2018,Casa,Casa Publica BK,53.64,debit,Fees & Charges,CREDIT CARD,FOOD
9/18/2017,Casa,Casa Publica BK,105.1,debit,Fees & Charges,CREDIT CARD,FOOD
9/10/2017,Casa,Casa Publica BK,103.01,debit,Fees & Charges,CREDIT CARD,FOOD
6/18/2018,Cash Withdrawal Hsbc,CASH W/D ON 06162018 AT HSBC ATM HSBC 252,300,debit,Cash & ATM,XXXXX9181,CASH
12/4/2017,Cash Withdrawal ATM,CASH WITHDRAWAL CHARGE 12/02,2.5,debit,Cash & ATM,XXXXX9181,CASH
12/7/2017,Cash Withdrawal ATM,CASH WITHDRAWAL CHARGE 12/06,2.5,debit,Cash & ATM,XXXXX9181,CASH
1/13/2017,Cash Withdrawal ATM 252 Bedford Avenue,CASH WITHDRAWAL ON 01/12 AT HSBC ATM 252 BEDFORD AVE BROOKLYN NY,100,debit,Cash & ATM,XXXXX9181,CASH
2/5/2018,Cash Withdrawal ATM,CASH WITHDRAWAL ON 02/03 AT HSBC ATM,500,debit,Cash & ATM,XXXXX9181,CASH
2/9/2017,Cash Withdrawal ATM 252 Bedford Avenue,CASH WITHDRAWAL ON 02/08 AT HSBC ATM 252 BEDFORD AVE BROOKLYN NY,300,debit,Cash & ATM,XXXXX9181,CASH
2/23/2017,Cash Withdrawal ATM,CASH WITHDRAWAL ON 02/23 AT HSBC ATM 1185 AVE OF THE AMERICA NEW YORK NY,300,debit,Cash & ATM,XXXXX9181,CASH
3/12/2018,Cash Withdrawal ATM,CASH WITHDRAWAL ON 03/09 AT HSBC ATM,500,debit,Cash & ATM,XXXXX9181,CASH
4/3/2017,Cash Withdrawal ATM 252 Bedford Avenue,CASH WITHDRAWAL ON 04/01 AT HSBC ATM 252 BEDFORD AVE BROOKLYN NY,200,debit,Cash & ATM,XXXXX9181,CASH
5/1/2017,Cash Withdrawal ATM 252 Bedford Avenue,CASH WITHDRAWAL ON 04/28 AT HSBC ATM 252 BEDFORD AVE BROOKLYN NY,300,debit,Cash & ATM,XXXXX9181,CASH
10/10/2017,Cash Withdrawal ATM,CASH WITHDRAWAL ON 10/07 AT HSBC ATM,500,debit,Cash & ATM,XXXXX9181,CASH
10/31/2017,Cash Withdrawal ATM,CASH WITHDRAWAL ON 10/30 AT HSBC ATM,500,debit,Cash & ATM,XXXXX9181,CASH
12/4/2017,Cash Withdrawal ATM,CASH WITHDRAWAL ON 12/02 AT GUA-AEROPU.LIB. CARR,167.88,debit,Cash & ATM,XXXXX9181,CASH
12/7/2017,Cash Withdrawal ATM,CASH WITHDRAWAL ON 12/06 AT BANCO NACIONAL,181.68,debit,Cash & ATM,XXXXX9181,CASH
12/15/2017,Cash Withdrawal ATM,CASH WITHDRAWAL ON 12/14 AT HSBC ATM,500,debit,Cash & ATM,XXXXX9181,CASH
1/2/2018,Cash Withdrawal ATM,CASH WITHDRAWAL ON 12/29 AT HSBC ATM,500,debit,Cash & ATM,XXXXX9181,CASH
6/19/2017,Check,CHECK,700,debit,Check,XXXXX9181,CASH
5/23/2017,Check,CHECK,700,debit,Check,XXXXX9181,CASH
3/17/2017,Check,CHECK,700,debit,Check,XXXXX9181,CASH
5/17/2018,Check 1,CHECK #1,800,debit,Check,XXXXX9181,CASH
4/27/2018,Check 1,CHECK #1,800,debit,Check,XXXXX9181,CASH
3/13/2018,Check 1,CHECK #1,500,debit,Check,XXXXX9181,CASH
1/8/2018,Check 1,CHECK #1,1000,debit,Babysitter & Daycare,XXXXX9181,CASH
12/1/2017,Check 1,CHECK #1,200,debit,Check,XXXXX9181,CASH
11/17/2017,Check 1,CHECK #1,800,debit,Check,XXXXX9181,CASH
7/25/2017,Check 1,CHECK #1,700,debit,Check,XXXXX9181,CASH
5/22/2018,Check 368,CHECK #368,200,debit,Check,XXXXX9181,CASH
2/21/2017,Check 369,Check #369,1385,debit,Check,XXXXX9181,CASH
5/12/2017,Check 420,Check #420,3000,debit,Check,XXXXX9181,CASH
1/24/2017,Check 450,Check #450,274,debit,Check,XXXXX9181,CASH
3/7/2017,Check 453,Check #453,230,debit,Check,XXXXX9181,CASH
5/2/2017,Check 456,Check #456,100,debit,Check,XXXXX9181,CASH
3/29/2017,Check 458,Check #458,190,debit,Check,XXXXX9181,CASH
3/28/2018,Check 461,CHECK #461,190,debit,Check,XXXXX9181,CASH
9/4/2018,Yccs,Check #464 YCCS70549,1305,debit,Mortgage & Rent,XXXXX9181,BILLS
1/26/2017,Check 441,Check 441,2525,debit,Check,Regular Checking,CASH
7/20/2018,Deposit Mobile,Check Deposit (Mobile),85,credit,Income,90 n 5th checking,INCOME
7/2/2018,Deposit Mobile,Check Deposit (Mobile),100,credit,Income,90 n 5th checking,INCOME
6/6/2018,Deposit Mobile,Check Deposit (Mobile),4929.29,credit,Income,90 N 5th Savings acct,INCOME
5/26/2018,Deposit Mobile,Check Deposit (Mobile),225.6,credit,Income,90 n 5th checking,INCOME
5/26/2018,Deposit Mobile,Check Deposit (Mobile),112.8,credit,Income,90 n 5th checking,INCOME
5/26/2018,Deposit Mobile,Check Deposit (Mobile),451.2,credit,Income,90 n 5th checking,INCOME
5/26/2018,Deposit Mobile,Check Deposit (Mobile),100,credit,Income,90 n 5th checking,INCOME
5/3/2018,Deposit Mobile,Check Deposit (Mobile),45,credit,Income,90 n 5th checking,INCOME
2/5/2018,Deposit Mobile,Check Deposit (Mobile),24,credit,Income,90 n 5th checking,INCOME
8/21/2017,Deposit Mobile,Check Deposit (Mobile),5.41,credit,Income,90 N 5th Savings acct,INCOME
9/5/2017,Elk Coffee Holdings,CHECKCARD 0902 SQ *ELK COFFEE HOLDINGS Brooklyn NY 24692167245100620514151,30.75,debit,Coffee Shops,Regular Checking,FOOD
10/2/2017,Transfer to Regular Savings,CHECKCARD 0930 VENMO 855-812-4430 NY 24493987273602113449263,100,debit,Transfer,Regular Checking,IGNORE
10/10/2017,Venmo,CHECKCARD 1006 VENMO 855-812-4430 NY 24493987279602341142205,496,debit,Transfer,Regular Checking,IGNORE
10/18/2017,Venmo,CHECKCARD 1017 VENMO 855-812-4430 NY 24493987290602770362063,50,debit,Transfer,Regular Checking,IGNORE
10/23/2017,Venmo,CHECKCARD 1022 VENMO 855-812-4430 NY 24493987295602970244124,15,debit,Transfer,Regular Checking,IGNORE
10/27/2017,Venmo,CHECKCARD 1026 VENMO 855-812-4430 NY 24493987299602107609120,10,debit,Transfer,Regular Checking,IGNORE
10/27/2017,Venmo,CHECKCARD 1026 VENMO 855-812-4430 NY 24493987299602107618519,40,debit,Transfer,Regular Checking,IGNORE
10/31/2017,Venmo,CHECKCARD 1030 VENMO 855-812-4430 NY 24493987303602276505962,59,debit,Transfer,Regular Checking,IGNORE
4/24/2017,Cheeseboat,CHEESEBOAT,64.89,debit,Restaurants,CREDIT CARD,FOOD
8/3/2018,Compass Cafe Hbo,COMPASS CAFE HBO,0.54,debit,Restaurants,CREDIT CARD,WORK
8/2/2018,Compass Cafe Hbo,COMPASS CAFE HBO,2.18,debit,Restaurants,CREDIT CARD,WORK
7/26/2018,Compass Cafe Hbo,COMPASS CAFE HBO,13.17,debit,Restaurants,CREDIT CARD,WORK
7/20/2018,Compass Cafe Hbo,COMPASS CAFE HBO,5.99,debit,Restaurants,CREDIT CARD,WORK
7/11/2018,Compass Cafe Hbo,COMPASS CAFE HBO,1.25,debit,Restaurants,CREDIT CARD,WORK
7/11/2018,Compass Cafe Hbo,COMPASS CAFE HBO,8.43,debit,Restaurants,CREDIT CARD,WORK
7/11/2018,Compass Cafe Hbo,COMPASS CAFE HBO,3.27,debit,Restaurants,CREDIT CARD,WORK
7/11/2018,Compass Cafe Hbo,COMPASS CAFE HBO,4.84,debit,Restaurants,CREDIT CARD,WORK
7/10/2018,Compass Cafe Hbo,COMPASS CAFE HBO,7.11,debit,Restaurants,CREDIT CARD,WORK
7/10/2018,Compass Cafe Hbo,COMPASS CAFE HBO,1.25,debit,Restaurants,CREDIT CARD,WORK
7/6/2018,Compass Cafe Hbo,COMPASS CAFE HBO,10.09,debit,Restaurants,CREDIT CARD,WORK
7/4/2018,Compass Cafe Hbo,COMPASS CAFE HBO,4.1,debit,Restaurants,CREDIT CARD,WORK
7/4/2018,Compass Cafe Hbo,COMPASS CAFE HBO,10.33,debit,Restaurants,CREDIT CARD,WORK
7/4/2018,Compass Cafe Hbo,COMPASS CAFE HBO,2.18,debit,Restaurants,CREDIT CARD,WORK
7/3/2018,Compass Cafe Hbo,COMPASS CAFE HBO,9.34,debit,Restaurants,CREDIT CARD,WORK
6/27/2018,Compass Cafe Hbo,COMPASS CAFE HBO,0.54,debit,Restaurants,CREDIT CARD,WORK
6/27/2018,Compass Cafe Hbo,COMPASS CAFE HBO,6.76,debit,Restaurants,CREDIT CARD,WORK
6/27/2018,Compass Cafe Hbo,COMPASS CAFE HBO,7.6,debit,Restaurants,CREDIT CARD,WORK
6/22/2018,Compass Cafe Hbo,COMPASS CAFE HBO,3.8,debit,Restaurants,CREDIT CARD,WORK
6/20/2018,Compass Cafe Hbo,COMPASS CAFE HBO,4.57,debit,Restaurants,CREDIT CARD,WORK
6/20/2018,Compass Cafe Hbo,COMPASS CAFE HBO,0.54,debit,Restaurants,CREDIT CARD,WORK
6/20/2018,Compass Cafe Hbo,COMPASS CAFE HBO,7.95,debit,Restaurants,CREDIT CARD,WORK
6/19/2018,Compass Cafe Hbo,COMPASS CAFE HBO,7.25,debit,Restaurants,CREDIT CARD,WORK
6/14/2018,Compass Cafe Hbo,COMPASS CAFE HBO,7.99,debit,Restaurants,CREDIT CARD,WORK
6/13/2018,Compass Cafe Hbo,COMPASS CAFE HBO,9.86,debit,Restaurants,CREDIT CARD,WORK
6/13/2018,Compass Cafe Hbo,COMPASS CAFE HBO,3.19,debit,Restaurants,CREDIT CARD,WORK
6/12/2018,Compass Cafe Hbo,COMPASS CAFE HBO,0.54,debit,Restaurants,CREDIT CARD,WORK
6/12/2018,Compass Cafe Hbo,COMPASS CAFE HBO,6.48,debit,Restaurants,CREDIT CARD,WORK
6/7/2018,Compass Cafe Hbo,COMPASS CAFE HBO,1.91,debit,Restaurants,CREDIT CARD,WORK
6/7/2018,Compass Cafe Hbo,COMPASS CAFE HBO,7.95,debit,Restaurants,CREDIT CARD,WORK
6/7/2018,Compass Cafe Hbo,COMPASS CAFE HBO,1.09,debit,Restaurants,CREDIT CARD,WORK
6/6/2018,Compass Cafe Hbo,COMPASS CAFE HBO,2.41,debit,Restaurants,CREDIT CARD,WORK
6/6/2018,Compass Cafe Hbo,COMPASS CAFE HBO,11.92,debit,Restaurants,CREDIT CARD,WORK
6/5/2018,Compass Cafe Hbo,COMPASS CAFE HBO,8.91,debit,Restaurants,CREDIT CARD,WORK
5/25/2018,Compass Cafe Hbo,COMPASS CAFE HBO,9.33,debit,Restaurants,CREDIT CARD,WORK
5/24/2018,Compass Cafe Hbo,COMPASS CAFE HBO,4.51,debit,Restaurants,CREDIT CARD,WORK
5/20/2018,Compass Cafe Hbo,COMPASS CAFE HBO,7.68,debit,Restaurants,CREDIT CARD,WORK
5/17/2018,Compass Cafe Hbo,COMPASS CAFE HBO,2.99,debit,Restaurants,CREDIT CARD,WORK
5/17/2018,Compass Cafe Hbo,COMPASS CAFE HBO,6.59,debit,Restaurants,CREDIT CARD,WORK
5/16/2018,Compass Cafe Hbo,COMPASS CAFE HBO,3.02,debit,Restaurants,CREDIT CARD,WORK
5/16/2018,Compass Cafe Hbo,COMPASS CAFE HBO,2.45,debit,Restaurants,CREDIT CARD,WORK
5/16/2018,Compass Cafe Hbo,COMPASS CAFE HBO,1.95,debit,Restaurants,CREDIT CARD,WORK
5/15/2018,Compass Cafe Hbo,COMPASS CAFE HBO,6.1,debit,Restaurants,CREDIT CARD,WORK
5/11/2018,Compass Cafe Hbo,COMPASS CAFE HBO,0.54,debit,Restaurants,CREDIT CARD,WORK
5/11/2018,Compass Cafe Hbo,COMPASS CAFE HBO,8.05,debit,Restaurants,CREDIT CARD,WORK
5/9/2018,Compass Cafe Hbo,COMPASS CAFE HBO,6.02,debit,Restaurants,CREDIT CARD,WORK
5/9/2018,Compass Cafe Hbo,COMPASS CAFE HBO,6.88,debit,Restaurants,CREDIT CARD,WORK
5/8/2018,Compass Cafe Hbo,COMPASS CAFE HBO,6.52,debit,Restaurants,CREDIT CARD,WORK
5/4/2018,Compass Cafe Hbo,COMPASS CAFE HBO,5.96,debit,Restaurants,CREDIT CARD,WORK
5/4/2018,Compass Cafe Hbo,COMPASS CAFE HBO,8.14,debit,Restaurants,CREDIT CARD,WORK
4/15/2018,Compass Cafe Hbo,COMPASS CAFE HBO,6.52,debit,Restaurants,CREDIT CARD,WORK
4/15/2018,Compass Cafe Hbo,COMPASS CAFE HBO,0.54,debit,Restaurants,CREDIT CARD,WORK
4/10/2018,Compass Cafe Hbo,COMPASS CAFE HBO,6.77,debit,Restaurants,CREDIT CARD,WORK
4/8/2018,Compass Cafe Hbo,COMPASS CAFE HBO,2.72,debit,Restaurants,CREDIT CARD,WORK
4/8/2018,Compass Cafe Hbo,COMPASS CAFE HBO,7.87,debit,Restaurants,CREDIT CARD,WORK
4/8/2018,Compass Cafe Hbo,COMPASS CAFE HBO,6.61,debit,Restaurants,CREDIT CARD,WORK
4/5/2018,Compass Cafe Hbo,COMPASS CAFE HBO,3.32,debit,Restaurants,CREDIT CARD,WORK
4/1/2018,Compass Cafe Hbo,COMPASS CAFE HBO,7.99,debit,Restaurants,CREDIT CARD,WORK
3/29/2018,Compass Cafe Hbo,COMPASS CAFE HBO,9.89,debit,Restaurants,CREDIT CARD,WORK
3/28/2018,Compass Cafe Hbo,COMPASS CAFE HBO,3.51,debit,Restaurants,CREDIT CARD,WORK
3/28/2018,Compass Cafe Hbo,COMPASS CAFE HBO,6.71,debit,Restaurants,CREDIT CARD,WORK
3/28/2018,Compass Cafe Hbo,COMPASS CAFE HBO,3.26,debit,Restaurants,CREDIT CARD,WORK
3/28/2018,Compass Cafe Hbo,COMPASS CAFE HBO,8.59,debit,Restaurants,CREDIT CARD,WORK
3/25/2018,Compass Cafe Hbo,COMPASS CAFE HBO,8.96,debit,Restaurants,CREDIT CARD,WORK
3/25/2018,Compass Cafe Hbo,COMPASS CAFE HBO,7.93,debit,Restaurants,CREDIT CARD,WORK
3/21/2018,Compass Cafe Hbo,COMPASS CAFE HBO,3.63,debit,Restaurants,CREDIT CARD,WORK
3/21/2018,Compass Cafe Hbo,COMPASS CAFE HBO,6.34,debit,Restaurants,CREDIT CARD,WORK
